ticket,time,date,hour,dir,lot,pos_mult,entry,initial_sl,tp,exit,reason,risk,r,duration_min,mods,max_lock_r,bounce_sec,bounce_ob,confirm_pos,touch,confirm,close_time
22,2025-11-26 12:08:03,2025-11-26,12,sell,0.1,10.5,86808.01,87085.68,86580.15,86579.41,TP,277.66999999999825,0.8232794324197527,6.433333333333334,0,-999,22,0.255,-0.489,86864.76,86826.01,2025-11-26 12:14:29
24,2025-11-27 05:35:39,2025-11-27,5,buy,0.01,0.5,91220.44,91031.81,91296.01,91028.1,SL,188.63000000000466,-1.0196681333827693,4.916666666666667,0,-999,17,0.25,-1.584,91189.84,91202.44,2025-11-27 05:40:34
26,2025-11-27 06:41:54,2025-11-27,6,buy,0.01,0.5,91270.96,91035.46,91346.53,91348.41,TP,235.5,0.32887473460720634,5.616666666666666,0,-999,20,0.251,-0.581,91240.33,91252.96,2025-11-27 06:47:31
28,2025-11-28 00:34:40,2025-11-28,0,sell,0.06,2.3,91326.82,91480.52,,90983.26,MARKET_CLOSE,153.6999999999971,2.235263500325431,41.766666666666666,1,0.20000000000003787,17,0.27,-1.62,91355.02,91344.82,2025-11-28 01:16:26
30,2025-11-28 03:40:18,2025-11-28,3,sell,0.02,0.8,91151.37,91338.95,,91340.82,SL,187.58000000000175,-1.0099690798593126,30.3,0,-999,18,0.276,-0.744,91193.51,91169.37,2025-11-28 04:10:36
32,2025-11-29 09:09:12,2025-11-29,9,buy,0.04,1.5,90569.67,90405.94,90646.23,90648.1,TP,163.72999999999593,0.4790203383619955,8.366666666666667,0,-999,36,0.263,-0.524,90538.26,90551.67,2025-11-29 09:17:34
34,2025-11-29 11:00:29,2025-11-29,11,buy,0.01,0.5,90577.44,90414.76,90654.0,90655.42,TP,162.68000000000757,0.47934595524952234,50.833333333333336,0,-999,16,0.31,-0.372,90543.6,90559.44,2025-11-29 11:51:19
36,2025-12-02 01:57:14,2025-12-02,1,buy,0.01,0.8,86430.39,86116.18,,86492.46,SL,314.2100000000064,0.1975430444607292,67.78333333333333,1,0.19999363483019392,17,0.251,-0.444,86382.38,86412.39,2025-12-02 03:05:01
38,2025-12-02 03:23:12,2025-12-02,3,buy,0.01,0.5,86372.75,86108.36,86552.15,86555.81,TP,264.3899999999994,0.692386247588782,18.883333333333333,0,-999,100,0.26,-0.926,86323.69,86354.75,2025-12-02 03:42:05
40,2025-12-02 08:47:41,2025-12-02,8,sell,0.01,0.5,86633.21,86846.82,86527.99,86526.64,TP,213.61000000000058,0.49889986423859695,2.7333333333333334,0,-999,47,0.284,-1.293,86671.13,86651.21,2025-12-02 08:50:25
42,2025-12-02 09:55:13,2025-12-02,9,sell,0.06,2.3,86674.49,86857.54,,86865.68,SL,183.04999999998836,-1.0444687243922421,5.45,0,-999,13,0.271,-1.881,86711.5,86692.49,2025-12-02 10:00:40
44,2025-12-03 17:00:30,2025-12-03,17,buy,0.15,15.8,92312.75,91800.97,,92826.51,MARKET_CLOSE,511.77999999999884,1.0038688498964319,47.06666666666667,1,0.20000781585837824,165,0.255,-0.77,92205.14,92294.75,2025-12-03 17:47:34
46,2025-12-04 14:41:27,2025-12-04,14,sell,0.04,2.3,92691.15,93072.64,,92615.23,SL,381.49000000000524,0.1990091483393987,31.166666666666668,1,0.20000524260134553,47,0.256,-0.477,92750.51,92709.15,2025-12-04 15:12:37
48,2025-12-04 16:18:14,2025-12-04,16,sell,0.01,0.5,92919.95,93280.47,92677.31,92674.7,TP,360.5200000000041,0.6802673915455376,20.266666666666666,0,-999,194,0.256,-1.892,92979.37,92937.95,2025-12-04 16:38:30
50,2025-12-04 17:00:18,2025-12-04,17,buy,0.21,10.5,92478.93,92106.29,92603.99,92105.66,SL,372.6399999999994,-1.0016906397595269,10.783333333333333,0,-999,18,0.284,-1.512,92437.26,92460.93,2025-12-04 17:11:05
52,2025-12-05 02:55:55,2025-12-05,2,buy,0.01,0.8,92557.55,92339.26,,92339.22,SL,218.29000000000815,-1.0001832424755766,45.1,0,-999,32,0.253,-0.58,92517.93,92539.55,2025-12-05 03:41:01
54,2025-12-06 22:45:09,2025-12-06,22,buy,0.03,0.5,89350.27,89246.72,89420.58,89243.95,SL,103.55000000000291,-1.0267503621439305,18.15,0,-999,9,0.258,-1.754,89320.17,89332.27,2025-12-06 23:03:18
56,2025-12-07 07:05:10,2025-12-07,7,buy,0.03,0.8,89611.6,89498.49,,89493.88,SL,113.11000000000058,-1.0407567854301172,5.433333333333334,0,-999,10,0.293,-1.098,89580.44,89593.6,2025-12-07 07:10:36
58,2025-12-08 13:20:19,2025-12-08,13,buy,0.04,1.5,91679.49,91482.95,91781.06,91784.44,TP,196.54000000000815,0.5339879922661684,1.25,0,-999,19,0.278,-1.524,91642.67,91661.49,2025-12-08 13:21:34
60,2025-12-09 13:42:04,2025-12-09,13,buy,0.06,2.3,90361.52,90202.07,,90201.49,SL,159.4499999999971,-1.0036375039197352,2.8,0,-999,38,0.272,-1.085,90328.25,90343.52,2025-12-09 13:44:52
62,2025-12-09 14:55:02,2025-12-09,14,buy,0.02,2.3,90343.29,90039.16,,91075.77,MARKET_CLOSE,304.1299999999901,2.408443757603769,37.416666666666664,1,0.20001315227042293,2,0.275,-1.409,90309.83,90325.29,2025-12-09 15:32:27
64,2025-12-12 12:54:41,2025-12-12,12,sell,0.42,10.5,92401.17,92557.36,92338.76,92334.86,TP,156.19000000000233,0.42454702605798506,12.916666666666666,0,-999,5,0.252,-0.678,92429.67,92419.17,2025-12-12 13:07:36
66,2025-12-12 14:32:57,2025-12-12,14,sell,0.06,2.3,92431.08,92607.77,,92611.03,SL,176.69000000000233,-1.0184503933442455,5.716666666666667,0,-999,18,0.254,-1.397,92459.64,92449.08,2025-12-12 14:38:40
68,2025-12-14 17:01:57,2025-12-14,17,sell,0.31,15.8,88990.32,89216.08,,88946.93,SL,225.75999999999476,0.1921952515946801,52.7,1,0.19999114103477045,32,0.251,-1.123,89024.84,89008.32,2025-12-14 17:54:39
70,2025-12-14 18:20:03,2025-12-14,18,sell,0.02,0.8,89007.38,89195.25,,88971.15,SL,187.86999999999534,0.19284611699585552,30.566666666666666,1,0.19997870868157724,3,0.3,-1.382,89045.1,89025.38,2025-12-14 18:50:37
72,2025-12-15 03:21:39,2025-12-15,3,buy,0.01,0.5,89518.54,89271.03,89691.19,89266.62,SL,247.50999999999476,-1.017817461920745,10.9,0,-999,99,0.26,-1.305,89470.61,89500.54,2025-12-15 03:32:33
74,2025-12-15 04:35:21,2025-12-15,4,buy,0.03,0.8,89527.0,89355.46,,89559.4,SL,171.5399999999936,0.1888772298006027,27.216666666666665,1,0.2000116590882532,21,0.267,-1.232,89478.27,89509.0,2025-12-15 05:02:34
76,2025-12-17 00:10:25,2025-12-17,0,buy,0.11,2.3,87711.08,87575.44,,87572.46,SL,135.63999999999942,-1.0219699203774397,3.2,0,-999,25,0.294,-1.65,87675.84,87693.08,2025-12-17 00:13:37
78,2025-12-17 01:06:04,2025-12-17,1,sell,0.01,0.5,87626.81,87849.95,87504.82,87852.0,SL,223.13999999999942,-1.0091870574527333,12.333333333333334,0,-999,69,0.286,-0.575,87668.1,87644.81,2025-12-17 01:18:24
80,2025-12-17 01:22:18,2025-12-17,1,buy,0.02,0.5,87694.03,87558.52,87781.95,87762.07,MARKET_CLOSE,135.50999999999476,0.5021031658181003,2.216666666666667,0,-999,48,0.301,-1.941,87658.38,87676.03,2025-12-17 01:24:31
82,2025-12-17 03:06:13,2025-12-17,3,buy,0.01,0.5,87575.67,87381.31,87698.91,87379.4,SL,194.36000000000058,-1.0098271249228417,11.666666666666666,0,-999,73,0.282,-1.099,87534.54,87557.67,2025-12-17 03:17:53
84,2025-12-18 12:52:41,2025-12-18,12,buy,0.78,15.8,87095.9,86966.55,,87510.6,MARKET_CLOSE,129.34999999999127,3.206030150754075,9.933333333333334,1,0.20000000000009,18,0.267,-1.488,87067.06,87077.9,2025-12-18 13:02:37
86,2025-12-19 13:30:27,2025-12-19,13,sell,0.09,1.5,88020.41,88259.9,87898.3,87899.15,MARKET_CLOSE,239.4899999999907,0.5063259426281432,1.5,0,-999,12,0.252,-0.493,88058.96,88038.41,2025-12-19 13:31:57
88,2025-12-19 14:50:17,2025-12-19,14,sell,0.06,1.5,88147.22,88486.28,88025.11,88023.67,TP,339.0599999999977,0.36438978351915224,0.23333333333333334,0,-999,17,0.273,-2.051,88187.42,88165.22,2025-12-19 14:50:31
90,2025-12-20 13:53:22,2025-12-20,13,sell,0.2,2.3,88216.17,88372.95,,88185.16,SL,156.77999999999884,0.1977930858527554,53.06666666666667,1,0.20002551345835448,10,0.31,-0.394,88264.62,88234.17,2025-12-20 14:46:26
92,2025-12-21 11:01:17,2025-12-21,11,buy,0.07,0.8,88605.71,88441.3,,88633.82,SL,164.4100000000035,0.17097500152058867,100.15,1,0.19998783528975977,64,0.319,-1.286,88572.39,88587.71,2025-12-21 12:41:26
94,2025-12-22 11:21:14,2025-12-22,11,sell,0.04,0.5,89657.61,89837.06,89509.43,89837.29,SL,179.4499999999971,-1.0012816940651765,6.2,0,-999,74,0.268,-0.85,89702.05,89675.61,2025-12-22 11:27:26
96,2025-12-23 12:15:45,2025-12-23,12,buy,0.73,10.5,87749.93,87539.56,87924.94,87539.48,SL,210.36999999999534,-1.0003802823596604,15.483333333333333,0,-999,9,0.283,-0.605,87698.87,87731.93,2025-12-23 12:31:14
98,2025-12-23 13:22:30,2025-12-23,13,buy,0.09,1.5,87702.52,87524.71,87877.53,87523.18,SL,177.80999999999767,-1.0086046903999404,13.966666666666667,0,-999,121,0.273,-1.012,87652.65,87684.52,2025-12-23 13:36:28
100,2025-12-23 14:26:11,2025-12-23,14,buy,0.04,1.5,87684.14,87400.12,87910.61,87399.36,SL,284.0200000000041,-1.0026758678966086,7.05,0,-999,71,0.263,-0.903,87626.43,87666.14,2025-12-23 14:33:14
102,2025-12-23 14:35:16,2025-12-23,14,buy,0.04,1.5,87713.91,87389.88,87861.78,87387.95,SL,324.02999999999884,-1.0059562386199044,2.4,0,-999,16,0.252,-0.55,87671.05,87695.91,2025-12-23 14:37:40
104,2025-12-23 16:09:17,2025-12-23,16,buy,0.01,0.5,87684.23,87233.99,87832.1,87833.44,TP,450.2399999999907,0.3314010305614994,7.316666666666666,0,-999,14,0.277,-0.851,87638.94,87666.23,2025-12-23 16:16:36
106,2025-12-25 13:18:41,2025-12-25,13,buy,0.13,1.5,87409.47,87304.18,87476.01,87481.5,TP,105.29000000000815,0.6841105518092246,23.783333333333335,0,-999,15,0.349,-1.115,87375.99,87391.47,2025-12-25 13:42:28
108,2025-12-31 01:56:36,2025-12-31,1,buy,0.02,0.5,88528.79,88296.89,88630.12,88630.28,TP,231.89999999999418,0.4376455368693738,25.583333333333332,0,-999,4,0.372,-0.399,88485.65,88510.79,2025-12-31 02:22:11
110,2025-12-31 03:20:52,2025-12-31,3,buy,0.02,0.5,88525.18,88325.62,88626.51,88321.43,SL,199.55999999999767,-1.0209961916215793,14.733333333333333,0,-999,16,0.256,-0.452,88489.88,88507.18,2025-12-31 03:35:36
112,2026-01-02 08:48:59,2026-01-02,8,buy,0.02,0.5,88992.15,88816.42,89070.78,89071.04,TP,175.72999999999593,0.44892733170205,10.35,0,-999,4,0.279,-0.471,88959.53,88974.15,2026-01-02 08:59:20
114,2026-01-04 08:36:28,2026-01-04,8,sell,0.02,0.5,91282.55,91478.54,91222.52,91480.57,SL,195.9899999999907,-1.0103576713098295,85.13333333333334,0,-999,26,0.284,-0.523,91311.93,91300.55,2026-01-04 10:01:36
115,2026-01-04 09:52:25,2026-01-04,9,sell,0.11,2.3,91420.31,91630.56,,91383.01,SL,210.25,0.17740784780025165,259.3833333333333,1,0.20000000000001383,40,0.284,-0.506,91457.47,91438.31,2026-01-04 14:11:48
118,2026-01-06 00:57:35,2026-01-06,0,sell,0.11,2.3,93786.09,93968.32,,93970.21,SL,182.23000000001048,-1.0103715085331686,4.133333333333334,0,-999,125,0.284,-1.118,93829.58,93804.09,2026-01-06 01:01:43
120,2026-01-06 02:06:16,2026-01-06,2,sell,0.03,0.8,93811.54,93982.57,,93788.31,SL,171.0300000000134,0.13582412442258146,67.81666666666666,1,0.20002338770969522,75,0.253,-1.401,93852.26,93829.54,2026-01-06 03:14:05
122,2026-01-06 15:37:07,2026-01-06,15,buy,0.01,0.5,93692.14,93267.97,93935.77,93265.59,SL,424.16999999999825,-1.005610957870676,43.233333333333334,0,-999,22,0.283,-1.328,93628.13,93674.14,2026-01-06 16:20:21
125,2026-01-07 00:15:42,2026-01-07,0,sell,0.06,1.5,93502.7,93732.6,93342.05,93337.81,TP,229.90000000000873,0.7172248803827453,12.883333333333333,0,-999,42,0.254,-0.583,93547.94,93520.7,2026-01-07 00:28:35
124,2026-01-06 23:10:23,2026-01-06,23,sell,0.21,10.5,93486.98,93976.42,93326.33,93318.15,TP,489.4400000000023,0.34494524354364364,78.25,0,-999,12,0.276,-0.437,93534.55,93504.98,2026-01-07 00:28:38
128,2026-01-07 07:03:13,2026-01-07,7,sell,0.04,0.8,92625.01,92789.42,,92789.43,SL,164.4100000000035,-1.000060823550847,17.7,0,-999,22,0.273,-0.58,92659.45,92643.01,2026-01-07 07:20:55
130,2026-01-07 13:20:28,2026-01-07,13,sell,0.18,2.3,91980.27,92115.99,,92118.77,SL,135.72000000000116,-1.020483348069546,5.166666666666667,0,-999,13,0.284,-1.2,92016.46,91998.27,2026-01-07 13:25:38
132,2026-01-07 14:55:56,2026-01-07,14,sell,0.07,1.5,92057.15,92255.16,,91544.12,MARKET_CLOSE,198.0100000000093,2.5909297510225477,8.933333333333334,1,0.19998989949997176,5,0.275,-0.759,92099.9,92075.15,2026-01-07 15:04:52
134,2026-01-08 01:36:08,2026-01-08,1,buy,0.03,0.8,91305.25,91060.03,,91056.72,SL,245.22000000000116,-1.0134980833537137,48.083333333333336,0,-999,38,0.272,-0.401,91259.45,91287.25,2026-01-08 02:24:13
136,2026-01-08 22:45:47,2026-01-08,22,buy,0.03,0.5,91096.71,90953.28,91197.87,91215.23,TP,143.43000000000757,0.8263264310115267,14.55,0,-999,45,0.347,-1.639,91055.29,91078.71,2026-01-08 23:00:20
138,2026-01-09 00:40:44,2026-01-09,0,buy,0.18,2.3,91146.93,91010.9,,91010.53,SL,136.02999999999884,-1.0027199882378546,44.85,0,-999,44,0.307,-0.894,91108.24,91128.93,2026-01-09 01:25:35
140,2026-01-09 02:41:02,2026-01-09,2,buy,0.01,0.5,91088.13,90811.61,91259.43,90967.31,MARKET_CLOSE,276.5200000000041,-0.4369304209460625,98.96666666666667,0,-999,123,0.255,-1.043,91041.06,91070.13,2026-01-09 04:20:00
141,2026-01-09 03:46:41,2026-01-09,3,buy,0.02,0.5,91111.8,90917.12,91283.1,90915.74,SL,194.68000000000757,-1.007088555578334,46.85,0,-999,100,0.255,-0.836,91064.63,91093.8,2026-01-09 04:33:32
144,2026-01-10 08:26:44,2026-01-10,8,sell,0.05,0.5,90557.54,90647.64,90487.84,90651.59,SL,90.10000000000582,-1.043840177580431,91.28333333333333,0,-999,103,0.273,-1.255,90588.21,90575.54,2026-01-10 09:58:01
146,2026-01-11 16:50:15,2026-01-11,16,sell,0.04,0.5,90911.43,91028.96,90843.92,91030.42,SL,117.53000000001339,-1.0124223602483764,17.05,0,-999,14,0.299,-2.11,90942.91,90929.43,2026-01-11 17:07:18
148,2026-01-11 17:55:01,2026-01-11,17,sell,0.73,10.5,90865.71,90994.02,90798.2,90797.14,TP,128.30999999999767,0.5344088535578538,10.616666666666667,0,-999,1,0.303,-1.094,90897.34,90883.71,2026-01-11 18:05:38
150,2026-01-15 04:01:18,2026-01-15,4,sell,0.02,0.8,95925.85,96272.75,,96273.98,SL,346.8999999999942,-1.00354569040068,22.933333333333334,0,-999,37,0.251,-0.425,95978.82,95943.85,2026-01-15 04:24:14
152,2026-01-16 13:40:11,2026-01-16,13,buy,0.13,1.5,95281.05,95157.99,,95405.26,MARKET_CLOSE,123.05999999999767,1.0093450349422575,3.8833333333333333,1,0.19998374776532624,24,0.28,-1.164,95240.73,95263.05,2026-01-16 13:44:04
154,2026-01-19 12:52:56,2026-01-19,12,buy,0.63,10.5,93013.49,92833.02,93095.8,92832.96,SL,180.47000000000116,-1.0003324652296652,28.516666666666666,0,-999,27,0.355,-0.612,92976.01,92995.49,2026-01-19 13:21:27
156,2026-01-19 17:32:07,2026-01-19,17,buy,0.42,10.5,93148.53,92935.14,93253.91,92922.59,SL,213.38999999999942,-1.0588125029289233,56.733333333333334,0,-999,21,0.283,-0.402,93110.66,93130.53,2026-01-19 18:28:51
158,2026-01-19 18:45:03,2026-01-19,18,buy,0.02,0.5,93087.71,92964.11,93193.09,92961.87,SL,123.60000000000582,-1.0181229773463198,5.066666666666666,0,-999,2,0.281,-1.268,93049.94,93069.71,2026-01-19 18:50:07
160,2026-01-20 14:39:11,2026-01-20,14,sell,0.04,1.5,91157.75,91351.5,91082.75,91081.31,TP,193.75,0.3945290322580765,1.8833333333333333,0,-999,1,0.406,-0.493,91196.05,91175.75,2026-01-20 14:41:04
162,2026-01-21 09:04:17,2026-01-21,9,sell,0.03,1.5,89150.7,89386.46,89089.01,89088.26,TP,235.7600000000093,0.26484560570071203,2.15,0,-999,6,0.273,-0.559,89179.92,89168.7,2026-01-21 09:06:26
164,2026-01-21 10:15:39,2026-01-21,10,sell,0.02,0.5,89219.35,89358.35,89157.66,89156.2,TP,139.0,0.45431654676265276,19.866666666666667,0,-999,38,0.279,-2.228,89248.84,89237.35,2026-01-21 10:35:31
166,2026-01-26 14:07:37,2026-01-26,14,buy,0.04,1.5,87798.87,87630.71,87875.19,87628.91,SL,168.15999999998894,-1.0107040913415974,3.6666666666666665,0,-999,21,0.365,-1.185,87762.32,87780.87,2026-01-26 14:11:17
168,2026-01-27 14:36:38,2026-01-27,14,buy,0.04,1.5,87901.7,87714.05,87956.05,87710.21,SL,187.64999999999418,-1.0204636290967046,1.7333333333333334,0,-999,1,0.323,-1.436,87872.01,87883.7,2026-01-27 14:38:22
170,2026-01-27 15:50:01,2026-01-27,15,buy,0.01,0.5,87855.8,87566.28,87910.15,87915.28,TP,289.5200000000041,0.20544349267751827,7.3,0,-999,0,0.492,-2.703,87819.96,87837.8,2026-01-27 15:57:19
172,2026-01-28 07:53:41,2026-01-28,7,buy,0.02,0.5,89062.93,88940.49,89185.74,89124.5,MARKET_CLOSE,122.43999999998778,0.5028585429599243,10.783333333333333,0,-999,45,0.254,-1.201,89024.14,89044.93,2026-01-28 08:04:28
174,2026-01-28 16:55:05,2026-01-28,16,sell,0.01,0.5,89604.3,89913.35,89391.68,89448.63,MARKET_CLOSE,309.0500000000029,0.5037049021193878,28.4,0,-999,5,0.28,-0.924,89662.02,89622.3,2026-01-28 17:23:29
176,2026-01-29 12:50:29,2026-01-29,12,sell,0.47,15.8,87849.48,88011.39,,88013.95,SL,161.9100000000035,-1.015811253165324,12.9,0,-999,26,0.259,-1.056,87885.78,87867.48,2026-01-29 13:03:23
178,2026-01-29 13:55:39,2026-01-29,13,sell,0.06,2.3,87842.28,87971.59,,87818.01,SL,129.30999999999767,0.1876885005027029,34.416666666666664,1,0.1999845332920969,34,0.281,-0.954,87880.15,87860.28,2026-01-29 14:30:04
180,2026-01-30 12:24:45,2026-01-30,12,buy,0.1,10.5,82581.9,82310.31,82739.54,82742.02,TP,271.5899999999965,0.5895651533562059,25.45,0,-999,8,0.346,-0.854,82527.59,82563.9,2026-01-30 12:50:12
182,2026-01-30 13:27:02,2026-01-30,13,buy,0.04,2.3,82536.8,82318.5,,82317.68,SL,218.3000000000029,-1.003756298671585,3.1166666666666667,0,-999,119,0.25,-1.284,82492.52,82518.8,2026-01-30 13:30:09
184,2026-02-04 14:05:31,2026-02-04,14,sell,0.02,2.3,75013.44,75399.7,,75403.14,SL,386.25999999999476,-1.0089059182933837,15.583333333333334,0,-999,3,0.251,-0.689,75064.05,75031.44,2026-02-04 14:21:06
186,2026-02-06 14:21:34,2026-02-06,14,buy,0.02,2.3,66633.69,66201.81,,67707.33,MARKET_CLOSE,431.88000000000466,2.4859683245345647,13.45,1,0.200009261831999,2,0.26,-0.77,66556.58,66615.69,2026-02-06 14:35:01
188,2026-02-08 23:23:13,2026-02-08,23,buy,0.15,15.8,70888.33,70594.77,,70582.67,SL,293.5599999999977,-1.041218149611684,0.4166666666666667,0,-999,0,0.339,-0.657,70841.06,70870.33,2026-02-08 23:23:38
190,2026-02-09 00:25:00,2026-02-09,0,buy,0.01,1.5,70710.38,70302.79,70839.77,70302.06,SL,407.59000000001106,-1.0017910154812333,15.533333333333333,0,-999,0,0.278,-2.72,70668.41,70692.38,2026-02-09 00:40:32
192,2026-02-11 13:08:41,2026-02-11,13,buy,0.01,1.5,66982.0,66711.95,67107.12,67119.1,TP,270.0500000000029,0.5076837622662631,21.333333333333332,0,-999,0,0.257,-0.63,66942.54,66964.0,2026-02-11 13:30:01
194,2026-02-11 14:42:17,2026-02-11,14,buy,0.02,2.3,66954.27,66482.69,,66481.13,SL,471.58000000000175,-1.0033080283302889,14.95,0,-999,2,0.262,-0.963,66914.45,66936.27,2026-02-11 14:57:14
196,2026-02-13 07:35:06,2026-02-13,7,buy,0.01,0.5,66313.07,66142.82,66417.47,66142.01,SL,170.25,-1.004757709251173,3.2333333333333334,0,-999,6,0.254,-1.473,66277.36,66295.07,2026-02-13 07:38:20
198,2026-02-16 00:17:06,2026-02-16,0,sell,0.01,1.5,69003.88,69200.5,68881.24,68903.77,MARKET_CLOSE,196.61999999999534,0.5091547146780743,2.6666666666666665,0,-999,80,0.25,-1.333,69042.33,69021.88,2026-02-16 00:19:46
200,2026-02-16 00:25:16,2026-02-16,0,buy,0.01,1.5,68765.21,68492.93,68897.92,68900.69,TP,272.2800000000134,0.49757602468043655,8.983333333333333,0,-999,2,0.27,-0.452,68723.3,68747.21,2026-02-16 00:34:15
202,2026-02-18 12:41:10,2026-02-18,12,sell,0.15,15.8,67512.47,67714.81,,66902.34,MARKET_CLOSE,202.3399999999965,3.0153701690225128,130.6,1,0.2000098843530783,9,0.257,-1.152,67540.48,67530.47,2026-02-18 14:51:46
204,2026-02-18 15:05:11,2026-02-18,15,sell,0.01,0.5,67494.43,67680.89,67436.01,67434.63,TP,186.4600000000064,0.32071221709742737,1.05,0,-999,0,0.346,-0.689,67525.92,67512.43,2026-02-18 15:06:14
206,2026-02-20 14:32:09,2026-02-20,14,sell,0.02,2.3,67159.46,67451.01,,67101.52,SL,291.54999999998836,0.19873092093982042,21.05,1,0.20000000000004992,1,0.252,-0.775,67198.92,67177.46,2026-02-20 14:53:12
208,2026-02-20 15:01:15,2026-02-20,15,sell,0.01,0.8,67457.67,67700.59,,67704.17,SL,242.91999999999825,-1.014737362094524,0.11666666666666667,0,-999,0,0.282,-0.448,67488.08,67475.67,2026-02-20 15:01:22
210,2026-02-22 04:03:26,2026-02-22,4,sell,0.01,0.5,68028.17,68184.16,67943.65,67940.32,TP,155.99000000000524,0.5631771267388186,65.93333333333334,0,-999,22,0.294,-0.461,68062.73,68046.17,2026-02-22 05:09:22
212,2026-02-26 02:45:02,2026-02-26,2,buy,0.01,0.5,68228.42,68008.88,68374.99,68386.93,TP,219.5399999999936,0.7220096565546114,18.85,0,-999,2,0.256,-1.649,68185.4,68210.42,2026-02-26 03:03:53
214,2026-02-26 10:47:48,2026-02-26,10,buy,0.01,0.5,68420.35,68231.21,68507.1,68228.49,SL,189.13999999999942,-1.0143808818864395,30.333333333333332,0,-999,35,0.268,-0.963,68386.83,68402.35,2026-02-26 11:18:08
216,2026-03-02 08:14:23,2026-03-02,8,sell,0.01,0.8,65990.4,66239.73,,65947.58,SL,249.33000000000175,0.17174026390723993,25.333333333333332,1,0.20001604299520714,12,0.269,-1.11,66030.89,66008.4,2026-03-02 08:39:43
218,2026-03-02 08:55:36,2026-03-02,8,sell,0.01,0.8,66212.85,66490.92,,66492.43,SL,278.06999999999243,-1.0054302873377021,14.95,0,-999,36,0.297,-1.433,66245.56,66230.85,2026-03-02 09:10:33
220,2026-03-09 13:54:05,2026-03-09,13,buy,0.02,2.3,68888.14,68356.37,,68993.68,SL,531.7700000000041,0.19846926302723505,75.8,1,0.19999247795100328,11,0.296,-0.505,68783.16,68870.14,2026-03-09 15:09:53
222,2026-03-11 00:10:01,2026-03-11,0,sell,0.06,2.3,69958.69,70125.22,,70128.51,SL,166.52999999999884,-1.0197562000840306,14.633333333333333,0,-999,1,0.3,-1.431,69997.2,69976.69,2026-03-11 00:24:39
224,2026-03-11 01:40:21,2026-03-11,1,sell,0.01,0.8,69907.11,70144.91,,70147.56,SL,237.8000000000029,-1.0111438183347106,15.0,0,-999,21,0.251,-0.677,69942.25,69925.11,2026-03-11 01:55:21
226,2026-03-11 14:59:42,2026-03-11,14,buy,0.01,1.5,70552.29,69996.83,70792.25,69993.72,SL,555.4599999999919,-1.0055989630216409,13.683333333333334,0,-999,7,0.258,-0.749,70493.09,70534.29,2026-03-11 15:13:23
