ticket,time,date,hour,symbol,dir,comment,signal_type,lot,pos_mult,entry,initial_sl,tp,exit,reason,exit_signal,risk,r,duration_min,mods,max_lock_r,bounce_sec,bounce_ob,confirm_pos,touch,confirm,close_time,stage,ob_age,strength,score,ds,fresh,cont,h1,deep,htf,risk_atr,spread_risk,peak_r,raw_peak_r,dtp_peak_r,giveback_r,bars_held,last_sl,be,trail,partial,dtp_partial,rev,addon,pnl_proxy
27,2026-05-01 03:12:02,2026-05-01,3,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4620.258,4619.378,4621.823,4619.373,SL,sl,0.8800000000001091,-1.0056818181819416,0.433,0,,2,0.189,-0.809,4619.753,4619.95,2026-05-01 03:12:28,,,,,,,,,,,,,,,,,,,,,,,,,-0.008850000000002183
30,2026-05-01 04:08:56,2026-05-01,4,XAUUSDm,buy,WT V11XAU B x2.4,ob,0.04,,4620.239,4619.345,4622.921,4620.56,SL,sl,0.8939999999993233,0.3590604026857552,0.083,0,,0,0.243,-0.801,4619.706,4619.959,2026-05-01 04:09:01,,,,,,,,,,,,,,,,,,,,,,,,,0.012840000000032888
32,2026-05-01 04:26:46,2026-05-01,4,XAUUSDm,buy,WT V11XAU B x1.7,ob,0.04,,4620.279,4619.228,4621.844,4619.116,SL,sl,1.0510000000003856,-1.1065651760228725,0.617,0,,2,0.28,-0.789,4619.679,4619.971,2026-05-01 04:27:23,,,,,,,,,,,,,,,,,,,,,,,,,-0.04652000000001863
34,2026-05-01 04:30:14,2026-05-01,4,XAUUSDm,buy,WT V11XAU B x1.2,ob,0.03,,4617.369,4616.219,4618.785,4616.2,SL,sl,1.1499999999996362,-1.0165217391306425,0.017,0,,1,0.231,-0.636,4616.843,4617.061,2026-05-01 04:30:15,,,,,,,,,,,,,,,,,,,,,,,,,-0.03506999999999607
36,2026-05-01 05:49:01,2026-05-01,5,XAUUSDm,buy,WT V11XAU B x0.6,ob,0.02,,4613.05,4612.251,4614.057,4612.962,MARKET_CLOSE,market_close,0.7989999999999782,-0.11013767208978782,0.483,0,,1,0.255,-1.054,4612.571,4612.742,2026-05-01 05:49:30,,,,,,,,,,,,,,,,,,,,,,,,,-0.0017599999999947614
38,2026-05-01 07:04:57,2026-05-01,7,XAUUSDm,buy,WT V11XAU B x0.6,ob,0.01,,4593.046,4591.823,4594.711,4592.904,MARKET_CLOSE,market_close,1.2229999999999563,-0.11610793131629636,0.567,0,,1,0.254,-0.699,4592.456,4592.738,2026-05-01 07:05:31,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014199999999982538
39,2026-05-01 07:05:00,2026-05-01,7,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.02,,4593.035,4591.873,4594.7,4592.904,MARKET_CLOSE,market_close,1.162000000000262,-0.11273666092889315,0.517,0,,0,0.334,-0.709,4592.356,4592.727,2026-05-01 07:05:31,,,,,,,,,,,,,,,,,,,,,,,,,-0.0026199999999880676
42,2026-05-01 07:07:01,2026-05-01,7,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.03,,4592.743,4591.833,4594.408,4594.489,TP,tp,0.910000000000764,1.9186813186788123,0.1,0,,1,0.235,-0.972,4592.174,4592.435,2026-05-01 07:07:07,,,,,,,,,,,,,,,,,,,,,,,,,0.05237999999997555
44,2026-05-01 07:08:54,2026-05-01,7,XAUUSDm,buy,WT V11XAU B x0.6,ob,0.01,,4593.077,4591.785,4594.742,4591.735,SL,sl,1.292000000000371,-1.0386996904026065,0.017,0,,0,0.197,-0.646,4592.578,4592.797,2026-05-01 07:08:55,,,,,,,,,,,,,,,,,,,,,,,,,-0.01342000000000553
46,2026-05-01 07:09:01,2026-05-01,7,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4593.111,4591.751,4594.776,4592.956,MARKET_CLOSE,market_close,1.3599999999996726,-0.11397058823513431,1.15,0,,1,0.327,-0.641,4592.44,4592.803,2026-05-01 07:10:10,,,,,,,,,,,,,,,,,,,,,,,,,-0.0015499999999974534
48,2026-05-01 07:10:10,2026-05-01,7,XAUUSDm,buy,WT V11XAU B x0.6,ob,0.01,,4593.25,4591.749,4594.915,4593.036,MARKET_CLOSE,market_close,1.5010000000002037,-0.1425716189206614,0.433,0,,0,0.192,-0.515,4592.729,4592.942,2026-05-01 07:10:36,,,,,,,,,,,,,,,,,,,,,,,,,-0.002139999999999418
50,2026-05-01 07:21:39,2026-05-01,7,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.02,,4592.833,4591.751,4594.498,4591.713,SL,sl,1.0819999999994252,-1.0351201478747558,0.017,0,,1,0.221,-0.891,4592.28,4592.525,2026-05-01 07:21:40,,,,,,,,,,,,,,,,,,,,,,,,,-0.022399999999997817
52,2026-05-01 11:17:09,2026-05-01,11,XAUUSDm,sell,WT V11XAU S x1.2,ob,0.04,,4568.745,4569.644,4567.86,4569.807,SL,sl,0.899000000000342,-1.1813125695211282,0.433,0,,0,0.236,-0.827,4569.164,4569.025,2026-05-01 11:17:35,,,,,,,,,,,,,,,,,,,,,,,,,-0.042479999999995924
54,2026-05-03 22:38:16,2026-05-03,22,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4625.718,4627.472,4620.455,4627.515,SL,sl,1.7539999999999054,-1.024515393386874,1.933,0,,0,0.238,-0.452,4626.243,4626.026,2026-05-03 22:40:12,,,,,,,,,,,,,,,,,,,,,,,,,-0.053910000000014405
55,2026-05-03 22:40:05,2026-05-03,22,XAUUSDm,sell,WT V11XAU S x2.6,ob,0.01,,4625.615,4626.986,4621.501,4627.068,SL,sl,1.3710000000000946,-1.0598103574035953,0.083,0,,1,0.332,-0.339,4626.225,4625.923,2026-05-03 22:40:10,,,,,,,,,,,,,,,,,,,,,,,,,-0.014530000000004293
58,2026-05-03 22:50:01,2026-05-03,22,XAUUSDm,sell,WT V11XAU S x2.4,ob,0.03,,4626.176,4626.942,4623.879,4626.99,SL,sl,0.7659999999996217,-1.0626631853783266,0.917,0,,1,0.203,-0.924,4626.641,4626.456,2026-05-03 22:50:56,,,,,,,,,,,,,,,,,,,,,,,,,-0.024419999999981883
60,2026-05-04 01:00:02,2026-05-04,1,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4613.004,4614.204,4611.089,4614.207,SL,sl,1.199999999999818,-1.0025000000005098,0.4,0,,2,0.257,-0.68,4613.64,4613.312,2026-05-04 01:00:26,,,,,,,,,,,,,,,,,,,,,,,,,-0.036090000000012876
62,2026-05-04 03:05:33,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4605.971,4607.549,4603.417,4607.562,SL,sl,1.5780000000004293,-1.0082382762990598,1.767,0,,1,0.191,-0.605,4606.604,4606.279,2026-05-04 03:07:19,,,,,,,,,,,,,,,,,,,,,,,,,-0.04773000000001047
64,2026-05-04 03:12:00,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4606.494,4607.528,4603.94,4607.563,SL,sl,1.0340000000005602,-1.0338491295936514,0.217,0,,0,0.182,-0.913,4607.112,4606.802,2026-05-04 03:12:13,,,,,,,,,,,,,,,,,,,,,,,,,-0.03207000000001244
66,2026-05-04 03:36:01,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x2.4,ob,0.03,,4606.135,4607.412,4602.304,4607.472,SL,sl,1.2770000000000437,-1.0469851213778298,0.133,0,,1,0.213,-0.702,4606.806,4606.443,2026-05-04 03:36:09,,,,,,,,,,,,,,,,,,,,,,,,,-0.04010999999998603
68,2026-05-04 03:37:05,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x2.4,ob,0.03,,4605.808,4607.413,4600.993,4605.27,SL,sl,1.6049999999995634,0.33520249221165266,0.917,0,,2,0.184,-0.493,4606.401,4606.088,2026-05-04 03:38:00,,,,,,,,,,,,,,,,,,,,,,,,,0.016139999999986686
70,2026-05-04 03:45:02,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x2.4,ob,0.03,,4606.518,4607.433,4603.774,4607.52,SL,sl,0.9149999999999636,-1.0950819672136036,0.017,0,,1,0.189,-0.91,4607.12,4606.798,2026-05-04 03:45:03,,,,,,,,,,,,,,,,,,,,,,,,,-0.030060000000012223
72,2026-05-04 03:46:27,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4612.382,4613.521,4608.966,4611.975,SL,sl,1.1390000000001237,0.3573309920976287,0.117,0,,1,0.184,-0.563,4612.865,4612.662,2026-05-04 03:46:34,,,,,,,,,,,,,,,,,,,,,,,,,0.012209999999977298
74,2026-05-04 03:47:05,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4612.424,4613.855,4608.131,4611.935,SL,sl,1.4309999999995853,0.3417190775679383,0.117,0,,0,0.238,-0.627,4612.994,4612.732,2026-05-04 03:47:12,,,,,,,,,,,,,,,,,,,,,,,,,0.014669999999987339
76,2026-05-04 03:48:32,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4612.257,4613.877,4607.397,4611.669,SL,sl,1.6200000000008004,0.3629629629626219,0.783,0,,0,0.232,-0.475,4612.82,4612.565,2026-05-04 03:49:19,,,,,,,,,,,,,,,,,,,,,,,,,0.01763999999999214
78,2026-05-04 03:51:20,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x2.6,ob,0.03,,4612.417,4613.951,4607.816,4611.844,SL,sl,1.5339999999996508,0.3735332464148961,0.267,0,,2,0.312,-0.62,4613.068,4612.725,2026-05-04 03:51:36,,,,,,,,,,,,,,,,,,,,,,,,,0.017190000000009604
80,2026-05-04 03:52:01,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x2.6,ob,0.03,,4612.459,4613.976,4607.908,4614.021,SL,sl,1.5169999999998254,-1.0296638101516664,1.567,0,,0,0.282,-0.658,4613.077,4612.767,2026-05-04 03:53:35,,,,,,,,,,,,,,,,,,,,,,,,,-0.046859999999996946
82,2026-05-04 03:54:01,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4612.804,4613.928,4609.433,4613.991,SL,sl,1.1239999999997963,-1.0560498220641577,0.717,0,,1,0.211,-0.946,4613.316,4613.084,2026-05-04 03:54:44,,,,,,,,,,,,,,,,,,,,,,,,,-0.03560999999999694
84,2026-05-04 03:57:01,2026-05-04,3,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4612.339,4613.87,4607.746,4614.007,SL,sl,1.530999999999949,-1.0894839973871462,0.767,0,,0,0.221,-0.55,4612.89,4612.647,2026-05-04 03:57:47,,,,,,,,,,,,,,,,,,,,,,,,,-0.05003999999998996
86,2026-05-04 04:56:16,2026-05-04,4,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.03,,4605.966,4607.339,4603.412,4607.352,SL,sl,1.3729999999995925,-1.0094683175527486,1.683,0,,3,0.209,-0.586,4606.602,4606.246,2026-05-04 04:57:57,,,,,,,,,,,,,,,,,,,,,,,,,-0.04157999999998537
88,2026-05-04 04:59:06,2026-05-04,4,XAUUSDm,sell,WT V11XAU S x1.6,ob,0.03,,4606.266,4607.345,4603.712,4607.39,SL,sl,1.079000000000633,-1.041705282669181,0.617,0,,6,0.24,-0.779,4606.982,4606.574,2026-05-04 04:59:43,,,,,,,,,,,,,,,,,,,,,,,,,-0.03372000000002117
90,2026-05-04 05:00:00,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4605.755,4607.358,4603.201,4605.138,SL,sl,1.6030000000000655,0.3849033063007885,3.317,0,,0,0.235,-0.462,4606.435,4606.035,2026-05-04 05:03:19,,,,,,,,,,,,,,,,,,,,,,,,,0.006170000000001892
91,2026-05-04 05:01:09,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.02,,4605.947,4607.379,4603.393,4605.376,SL,sl,1.431999999999789,0.3987430167597743,3.467,0,,1,0.198,-0.591,4606.593,4606.255,2026-05-04 05:04:37,,,,,,,,,,,,,,,,,,,,,,,,,0.011419999999998254
94,2026-05-04 05:06:31,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4605.988,4607.385,4603.434,4605.444,SL,sl,1.3969999999999345,0.38940586972075486,3.133,0,,2,0.216,-0.615,4606.664,4606.296,2026-05-04 05:09:39,,,,,,,,,,,,,,,,,,,,,,,,,0.01631999999999607
96,2026-05-04 05:09:48,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4605.916,4607.414,4603.362,4606.068,MARKET_CLOSE,market_close,1.4979999999995925,-0.10146862483316756,1.417,0,,5,0.183,-0.557,4606.507,4606.196,2026-05-04 05:11:13,,,,,,,,,,,,,,,,,,,,,,,,,-0.0045600000000013095
98,2026-05-04 05:12:06,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.03,,4605.932,4607.425,4603.378,4603.321,TP,tp,1.493000000000393,1.7488278633618146,0.9,0,,4,0.231,-0.583,4606.634,4606.24,2026-05-04 05:13:00,,,,,,,,,,,,,,,,,,,,,,,,,0.07832999999999629
100,2026-05-04 05:19:04,2026-05-04,5,XAUUSDm,sell,WT V11XAU S x1.8,ob,0.01,,4605.758,4607.439,4603.204,4607.453,SL,sl,1.6810000000004948,-1.0083283759667576,0.033,0,,0,0.212,-0.464,4606.399,4606.038,2026-05-04 05:19:06,,,,,,,,,,,,,,,,,,,,,,,,,-0.016950000000006186
102,2026-05-04 08:50:10,2026-05-04,8,XAUUSDm,buy,WT V11XAU B x0.6,ob,0.01,,4576.912,4575.515,4578.678,4577.677,MARKET_CLOSE,market_close,1.3969999999999345,0.5476020042945267,0.2,0,,0,0.203,-0.538,4576.393,4576.632,2026-05-04 08:50:22,,,,,,,,,,,,,,,,,,,,,,,,,0.00764999999999418
104,2026-05-04 08:58:55,2026-05-04,8,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4576.772,4575.607,4578.538,4577.208,SL,sl,1.1649999999999636,0.374248927038376,2.1,0,,1,0.35,-0.681,4576.052,4576.464,2026-05-04 09:01:01,,,,,,,,,,,,,,,,,,,,,,,,,0.0043599999999969444
105,2026-05-04 08:59:01,2026-05-04,8,XAUUSDm,buy,WT V11XAU B x0.6,ob,0.01,,4577.111,4575.638,4578.877,4576.906,MARKET_CLOSE,market_close,1.4729999999999563,-0.1391717583163159,2.133,0,,1,0.345,-0.393,4576.397,4576.803,2026-05-04 09:01:09,,,,,,,,,,,,,,,,,,,,,,,,,-0.0020499999999992725
106,2026-05-04 09:00:02,2026-05-04,9,XAUUSDm,buy,WT V11XAU B x0.9,ob,0.01,,4576.738,4575.631,4578.504,4577.131,SL,sl,1.106999999999971,0.355013550135537,1.117,0,,2,0.212,-0.709,4576.18,4576.43,2026-05-04 09:01:09,,,,,,,,,,,,,,,,,,,,,,,,,0.003930000000000291
110,2026-05-04 09:01:14,2026-05-04,9,XAUUSDm,buy,WT V11XAU B x0.6,ob,0.01,,4576.886,4575.615,4578.652,4578.832,TP,tp,1.2710000000006403,1.5310778914232355,0.833,0,,4,0.182,-0.584,4576.364,4576.578,2026-05-04 09:02:04,,,,,,,,,,,,,,,,,,,,,,,,,0.019459999999999127
112,2026-05-04 13:50:13,2026-05-04,13,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4559.108,4556.733,4566.233,4561.529,MARKET_CLOSE,market_close,2.375,1.019368421052748,0.75,0,,4,0.185,-0.623,4558.273,4558.8,2026-05-04 13:50:58,,,,,,,,,,,,,,,,,,,,,,,,,0.024210000000002764
114,2026-05-04 13:53:15,2026-05-04,13,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4558.92,4556.644,4565.749,4559.765,SL,sl,2.27599999999984,0.37126537785602554,0.667,0,,1,0.181,-0.689,4558.097,4558.612,2026-05-04 13:53:55,,,,,,,,,,,,,,,,,,,,,,,,,0.008450000000002547
116,2026-05-04 14:05:06,2026-05-04,14,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4558.645,4556.637,4564.669,4559.309,SL,sl,2.0080000000007203,0.33067729083641517,0.3,0,,3,0.187,-0.785,4557.804,4558.337,2026-05-04 14:05:24,,,,,,,,,,,,,,,,,,,,,,,,,0.013279999999995198
118,2026-05-04 14:06:02,2026-05-04,14,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4559.516,4556.763,4567.776,4560.558,SL,sl,2.7529999999997017,0.3784961859791079,2.267,0,,0,0.194,-0.48,4558.656,4559.208,2026-05-04 14:08:18,,,,,,,,,,,,,,,,,,,,,,,,,0.020840000000007422
119,2026-05-04 14:07:03,2026-05-04,14,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.01,,4559.357,4556.817,4566.976,4560.236,SL,sl,2.5399999999999636,0.346062992125952,1.25,0,,3,0.227,-0.526,4558.431,4559.077,2026-05-04 14:08:18,,,,,,,,,,,,,,,,,,,,,,,,,0.008789999999999054
122,2026-05-04 14:09:01,2026-05-04,14,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4559.467,4556.829,4567.381,4556.777,SL,sl,2.63799999999992,-1.0197119029566646,0.217,0,,0,0.189,-0.528,4558.533,4559.071,2026-05-04 14:09:14,,,,,,,,,,,,,,,,,,,,,,,,,-0.053799999999992
124,2026-05-04 15:00:03,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4559.155,4556.673,4566.601,4556.67,SL,sl,2.481999999999971,-1.0012087026590257,0.117,0,,0,0.193,-0.597,4558.324,4558.875,2026-05-04 15:00:10,,,,,,,,,,,,,,,,,,,,,,,,,-0.04969999999999345
126,2026-05-04 15:03:26,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4559.346,4556.682,4567.339,4560.334,SL,sl,2.66399999999976,0.37087087087101084,0.1,0,,1,0.188,-0.539,4558.502,4559.038,2026-05-04 15:03:32,,,,,,,,,,,,,,,,,,,,,,,,,0.019760000000005676
128,2026-05-04 15:06:05,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4559.377,4556.632,4567.611,4560.474,SL,sl,2.7450000000008004,0.3996357012748389,0.7,0,,0,0.182,-0.529,4558.549,4559.069,2026-05-04 15:06:47,,,,,,,,,,,,,,,,,,,,,,,,,0.021939999999995054
130,2026-05-04 15:07:35,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x1.6,ob,0.01,,4559.504,4556.588,4568.251,4556.521,SL,sl,2.9160000000001673,-1.022976680384089,1.367,0,,0,0.213,-0.484,4558.59,4559.196,2026-05-04 15:08:57,,,,,,,,,,,,,,,,,,,,,,,,,-0.029830000000001747
131,2026-05-04 15:08:06,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4558.604,4556.57,4564.707,4556.521,SL,sl,2.0340000000005602,-1.024090462143542,0.85,0,,6,0.206,-0.8,4557.708,4558.296,2026-05-04 15:08:57,,,,,,,,,,,,,,,,,,,,,,,,,-0.04166000000001077
134,2026-05-04 15:10:09,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.03,,4558.072,4556.616,4562.439,4558.593,SL,sl,1.456000000000131,0.35782967032945323,0.6,0,,9,0.206,-0.986,4557.176,4557.764,2026-05-04 15:10:45,,,,,,,,,,,,,,,,,,,,,,,,,0.015629999999991925
136,2026-05-04 15:11:09,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4559.442,4556.638,4567.853,4556.611,SL,sl,2.8040000000000873,-1.0096291012838954,0.783,0,,2,0.199,-0.506,4558.566,4559.134,2026-05-04 15:11:56,,,,,,,,,,,,,,,,,,,,,,,,,-0.05662000000000262
138,2026-05-04 15:51:24,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x1.6,ob,0.01,,4519.808,4515.851,4531.68,4515.355,SL,sl,3.9570000000003347,-1.1253474854688028,0.083,0,,1,0.232,-0.678,4518.69,4519.5,2026-05-04 15:51:29,,,,,,,,,,,,,,,,,,,,,,,,,-0.044530000000004295
140,2026-05-04 15:52:01,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.03,,4518.081,4517.152,4520.867,4516.872,SL,sl,0.9290000000000873,-1.3013993541439386,0.017,0,,1,0.239,-1.164,4516.966,4517.801,2026-05-04 15:52:02,,,,,,,,,,,,,,,,,,,,,,,,,-0.03626999999999498
142,2026-05-04 15:53:05,2026-05-04,15,XAUUSDm,buy,WT V11XAU B x2.1,ob,0.02,,4520.411,4516.986,4530.687,4521.781,SL,sl,3.425000000000182,0.3999999999999469,0.133,0,,1,0.186,-0.505,4519.453,4520.103,2026-05-04 15:53:13,,,,,,,,,,,,,,,,,,,,,,,,,0.02739999999999782
144,2026-05-04 16:01:28,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4520.308,4516.82,4530.773,4516.775,SL,sl,3.4880000000002838,-1.0129013761468089,0.583,0,,1,0.209,-0.535,4519.271,4520.0,2026-05-04 16:02:03,,,,,,,,,,,,,,,,,,,,,,,,,-0.03533000000000357
146,2026-05-04 16:02:07,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.02,,4517.596,4516.626,4520.506,4517.947,SL,sl,0.9699999999993452,0.36185567010392217,0.15,0,,7,0.206,-1.303,4516.595,4517.316,2026-05-04 16:02:16,,,,,,,,,,,,,,,,,,,,,,,,,0.0070200000000113505
148,2026-05-04 16:03:34,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4519.06,4516.627,4526.36,4519.893,SL,sl,2.4329999999999927,0.3423756678995608,1.8,0,,9,0.182,-0.892,4518.118,4518.752,2026-05-04 16:05:22,,,,,,,,,,,,,,,,,,,,,,,,,0.00832999999999629
149,2026-05-04 16:04:04,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4519.339,4516.628,4527.472,4520.192,SL,sl,2.71100000000024,0.31464404278863517,1.15,0,,4,0.189,-0.804,4518.4,4519.059,2026-05-04 16:05:13,,,,,,,,,,,,,,,,,,,,,,,,,0.008530000000000655
152,2026-05-04 16:05:45,2026-05-04,16,XAUUSDm,buy,WT V11XAU B x1.3,ob,0.01,,4519.506,4516.782,4527.677,4520.516,SL,sl,2.72400000000016,0.3707782672537626,1.567,0,,1,0.183,-0.764,4518.559,4519.198,2026-05-04 16:07:19,,,,,,,,,,,,,,,,,,,,,,,,,0.010099999999993088
